"citation_number","citation_issued_datetime","violation","violation_desc","citation_location","vehicle_plate_state","vehicle_plate","fine_amount","date_added","the_geom",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"770285224","2009-09-02T14:56:00.000","V22500F","ON SIDEWLK","241 09TH AVE","CA","3TJG957","103","2009-09-02T00:00:00.000","POINT (-122.36657872799998 37.82182609400007)","36","36","1","10","37"
"770858174","2009-09-12T14:42:00.000","V22500A","PK INTER","999 JOHN F KENNEDY DR","CA","6HPM840","88","2009-09-12T00:00:00.000",,,,,,
"770882280","2009-09-15T12:06:00.000","T315A","RESIDENTL","40 SYCAMORE ST","CA","8K44322","63","2009-09-15T00:00:00.000","POINT (-122.42035503599999 37.76284198600007)","53","53","3","2","20"
"770566440","2009-09-03T07:28:00.000","T37C","ST CLEANIN","3901 NORIEGA ST","CA","7G62100","53","2009-09-03T00:00:00.000","POINT (-122.50560795999996 37.75269799800003)","39","39","10","7","35"
"1001405532","2009-10-22T09:55:00.000","V22500F","ON SIDEWLK","43 POMONA","CA","3CYF868","103","2009-10-22T00:00:00.000","POINT (-122.39316296899995 37.73173402000003)","87","87","2","9","1"
"772618195","2009-10-26T17:56:00.000","T315A","RESIDENTL","380 FRANCISCO ST","CA","5PCH833","63","2009-10-26T00:00:00.000","POINT (-122.41141296999996 37.80512701200007)","106","106","6","3","23"
"769944722","2009-09-01T12:31:00.000","V22500H","DBL PARK","288 02ND ST","CA","8H80694","78","2009-09-01T00:00:00.000",,,,,,
"772870243","2009-10-24T13:14:00.000","V5200","NO PLATES","314 DRUMM ST","CA","CYBRTAX","103","2009-10-24T00:00:00.000","POINT (-122.39688246499998 37.796196018000046)","108","108","6","3","8"
"772679051","2009-10-30T13:19:00.000","T202","PRK METER","2426 MISSION ST","CA","5EFL174","53","2009-10-30T00:00:00.000","POINT (-122.41919699199997 37.75818198300004)","53","53","3","2","20"
"770614036","2009-09-04T07:38:00.000","T37C","ST CLEANIN","3618 SAN BRUNO AVE","CA","4HBT866","53","2009-09-04T00:00:00.000",,,,,,
"768831652","2009-09-01T16:55:00.000","T58A","BLK WHEELS","2164 HYDE ST","CA","5JXP717","48","2009-09-01T00:00:00.000","POINT (-122.41909699599995 37.800913010000045)","107","107","6","6","32"
"771153390","2009-09-20T04:31:00.000","T37C","ST CLEANIN","1039 KEARNY ST","CA","8M15241","53","2009-09-20T00:00:00.000",,,,,,
"770437846","2009-09-09T10:58:00.000","T202","PRK METER","102 CLEMENT ST","CA","5MFS506","53","2009-09-09T00:00:00.000","POINT (-122.46024434199995 37.78320809500008)","5","5","8","4","11"
"771100492","2009-09-14T12:15:00.000","T37C","ST CLEANIN","59 SYLVAN DR","CA","7W37332","53","2009-09-14T00:00:00.000","POINT (-122.48571602699997 37.733054002000074)","62","62","10","8","35"
"770509320","2009-09-04T10:07:00.000","T37C","ST CLEANIN","115 ST  JOSEPHS AVE","CA","5XSU180","53","2009-09-04T00:00:00.000","POINT (-122.44124339899997 37.78043736300003)","13","13","7","6","18"
"769968883","2009-09-17T19:03:00.000","V22500E","DRIVEWAY","203 IRVING ST","CA","5YWW158","88","2009-09-17T00:00:00.000","POINT (-122.46016304099999 37.764164986000026)","109","109","7","11","14"
"770832856","2009-09-14T09:51:00.000","T37C","ST CLEANIN","144 22ND AVE","CA","5JQT520","53","2009-09-14T00:00:00.000",,,,,,
"770494981","2009-09-17T16:50:00.000","T202.1","PRK MTR #1","128 02ND ST","CA","SWIFFER","63","2009-09-17T00:00:00.000","POINT (-122.33934015299997 37.57408646700003)",,,,,
"770530154","2009-09-01T11:49:00.000","T315A","RESIDENTL","01 DOWNEY ST","CA","5ZIL898","63","2009-09-01T00:00:00.000","POINT (-122.44761187599994 37.76890693800004)","25","25","7","11","3"
"772978953","2009-10-31T07:06:00.000","T58A","BLK WHEELS","1013 GEARY ST","CA","6CKE561","48","2009-10-31T00:00:00.000","POINT (-122.42008396899996 37.785781815000064)","20","20","4","10","36"
"770063792","2009-09-02T10:26:00.000","T58A","BLK WHEELS","105 PARNASSUS AVE","CA","5RRV358","48","2009-09-02T00:00:00.000","POINT (-122.44994728599994 37.76476475000004)","114","114","7","11","3"
"770502950","2009-09-03T09:19:00.000","T37C","ST CLEANIN","3045 FOLSOM ST","CA","2C54984","53","2009-09-03T00:00:00.000",,,,,,
"770351120","2009-09-17T15:43:00.000","T202.1","PRK MTR #1","50 FREMONT ST","CA","5C86611","63","2009-09-17T00:00:00.000","POINT (-122.39736498399998 37.790303993000066)","108","108","6","10","8"
"743420425","2009-09-18T17:32:00.000","T202.1","PRK MTR #1","317 10TH ST","CA","7G29573","63","2009-09-18T00:00:00.000","POINT (-122.41223900699998 37.77269399200003)","32","32","1","10","34"
"771142293","2009-09-17T17:07:00.000","T202","PRK METER","204 BEACH ST","VA","XTC4895","53","2009-09-17T00:00:00.000","POINT (-122.41249442899999 37.80775080800004)","99","99","6","3","23"
"770105486","2009-09-01T15:09:00.000","T315A","RESIDENTL","315 ELIZABETH ST","CA","4CCB498","63","2009-09-01T00:00:00.000","POINT (-122.42793998799999 37.75230798800004)","84","84","3","5","22"
"770371744","2009-09-01T08:45:00.000","T37C","ST CLEANIN","459 FREDERICK ST","CA","CHTFLD","53","2009-09-01T00:00:00.000","POINT (-122.45170402499997 37.76624801500003)","29","29","7","11","3"
"770526050","2009-09-10T13:09:00.000","V22500H","DBL PARK","2125 POLK ST","CA","9D20503","78","2009-09-10T00:00:00.000","POINT (-122.42211699599994 37.79620699000003)","105","105","4","3","32"
"771101004","2009-09-15T08:33:00.000","T37C","ST CLEANIN","556 03RD  AVE","CA","5F89336","53","2009-09-15T00:00:00.000","POINT (-122.37214172299997 37.82507760900006)","36","36","1","10","37"
"772523496","2009-10-30T09:09:00.000","T33C","TMP PK RES","2015 LAGUNA ST","CA","5EXY843","53","2009-10-30T00:00:00.000","POINT (-122.42914203699996 37.78981201700003)","102","102","4","6","30"
"770269043","2009-09-01T01:01:00.000","T37C","ST CLEANIN","510 RHODE ISLAND ST","CA","5ZVJ469","53","2009-09-01T00:00:00.000","POINT (-122.40251961999996 37.763316778000046)","54","54","2","9","26"
"745504896","2009-09-02T15:11:00.000","T202","PRK METER","1836 GEARY ST","CA","5BDJ145","53","2009-09-02T00:00:00.000",,,,,,
"771258423","2009-09-18T01:26:00.000","T37C","ST CLEANIN","425 ALABAMA ST","CA","3R02454","53","2009-09-18T00:00:00.000","POINT (-122.41207103399995 37.76358198300005)","53","53","3","2","20"
"770911186","2009-09-14T07:18:00.000","T37C","ST CLEANIN","1051 DOLORES ST","CA","5HDH501","53","2009-09-14T00:00:00.000",,,,,,
"771086083","2009-09-13T06:53:00.000","T37C","ST CLEANIN","966 POLK ST","CA","5JIX535","53","2009-09-13T00:00:00.000","POINT (-122.41961585599995 37.785592215000065)","20","20","4","10","36"
"772943920","2009-10-31T18:24:00.000","V22500F","ON SIDEWLK","3618 25TH ST","CA","5XHW235","103","2009-10-31T00:00:00.000","POINT (-122.42186101299995 37.75062100400004)","53","53","3","5","20"
"771292174","2009-09-16T12:44:00.000","T37C","ST CLEANIN","400 HOLLADAY AVE","CA","4KYS803","53","2009-09-16T00:00:00.000",,,,,,
"772719640","2009-10-25T12:12:00.000","V5204A","REG TABS","2590 PACIFIC AVE","CA","4SYU314","63","2009-10-25T00:00:00.000",,,,,,
"771915664","2009-10-27T12:27:00.000","T315A","RESIDENTL","305 DUNCAN ST","CA","4VYE641","63","2009-10-27T00:00:00.000","POINT (-122.42720103899995 37.74594298000005)","84","84","9","5","22"
"770140000","2009-09-03T20:17:00.000","T315A","RESIDENTL","471 LOMBARD ST","CA","4SIE886","63","2009-09-03T00:00:00.000",,,,,,
"769335895","2009-09-02T15:28:00.000","T202.1","PRK MTR #1","246 02ND ST","CA","4ENK327","63","2009-09-02T00:00:00.000","POINT (-122.33759226199999 37.57530582000004)",,,,,
"771045682","2009-09-14T12:25:00.000","T37C","ST CLEANIN","4855 ANZA ST","CA","5AGN828","53","2009-09-14T00:00:00.000",,,,,,
"771290892","2009-09-18T12:16:00.000","T37C","ST CLEANIN","1210 WEBSTER ST","CA","5ZEF687","53","2009-09-18T00:00:00.000","POINT (-122.43047926899999 37.78173095900007)","97","97","4","11","39"
"770586913","2009-09-07T10:30:00.000","T58A","BLK WHEELS","15 MADDUX AVE","CA","4CXW131","48","2009-09-07T00:00:00.000",,,,,,
"770352026","2009-09-02T02:25:00.000","T32B","PROHIB PRK","100 DAVIS ST","CA","7V94999","73","2009-09-02T00:00:00.000",,,,,,
"770652352","2009-09-15T14:28:00.000","V5200","NO PLATES","1346 27TH AVE","CA","6GFD132","103","2009-09-15T00:00:00.000","POINT (-122.48530799599996 37.76230101800007)","39","39","10","7","35"
"772747964","2009-10-27T08:37:00.000","T37C","ST CLEANIN","575 BRUSSELS ST","CA","3LCR761","53","2009-10-27T00:00:00.000",,,,,,
"772870862","2009-10-26T12:01:00.000","T202","PRK METER","1649 WASHINGTON ST","CA","6DDZ937","53","2009-10-26T00:00:00.000","POINT (-122.42043600499994 37.79309101800004)","105","105","4","3","32"
"PD20726963","2009-09-09T00:10:00.000","V5204A","REG TABS","1788 NEWCOMB","CA","4UAT589","63","2009-09-09T00:00:00.000",,,,,,
"770146720","2009-09-02T15:34:00.000","V5204A","REG TABS","6 TOWNSEND ST","CA","6DYH052","63","2009-09-02T00:00:00.000",,,,,,
"771006283","2009-09-13T04:24:00.000","T37C","ST CLEANIN","577 COLUMBUS AVE","CA","6GKE346","53","2009-09-13T00:00:00.000","POINT (-122.41011997799995 37.79998898900004)","106","106","6","3","6"
"772509861","2009-10-23T14:13:00.000","V5201","PLT LEF/AT","1432 HAIGHT ST","CA","6GKC676","63","2009-10-23T00:00:00.000","POINT (-122.44610399099997 37.770399990000044)","25","25","7","11","3"
"770922471","2009-09-11T07:21:00.000","T37C","ST CLEANIN","2000 NORIEGA ST","CA","6GCS563","53","2009-09-11T00:00:00.000","POINT (-122.48529902799999 37.754025984000066)","39","39","10","7","35"
"771046172","2009-09-12T11:55:00.000","T202","PRK METER","1816 BUCHANAN ST","CA","5DBV782","53","2009-09-12T00:00:00.000","POINT (-122.42995791799996 37.78671043800006)","101","101","4","11","30"
"768923551","2009-09-12T22:50:00.000","V22514","FIRE HYD","4130 CESAR CHAVEZ ST","CA","5YSX107","88","2009-09-12T00:00:00.000",,,,,,
"770854641","2009-09-11T10:54:00.000","T202.1","PRK MTR #1","723 TAYLOR ST","AZ","ADH9184","63","2009-09-11T00:00:00.000","POINT (-122.41217798699995 37.78920500000004)","50","50","6","3","21"
"772625136","2009-10-22T07:03:00.000","T37C","ST CLEANIN","1541 15TH ST","CA","5SIV168","53","2009-10-22T00:00:00.000",,,,,,
"765676763","2009-09-03T15:21:00.000","T202.1","PRK MTR #1","430 PACIFIC AVE","CA","6EEJ236","63","2009-09-03T00:00:00.000","POINT (-122.40254399499997 37.79760400200007)","106","106","6","3","23"
"769823773","2009-09-11T12:32:00.000","V22500E","DRIVEWAY","22 TEMESCAL TER","CA","4TPA581","88","2009-09-11T00:00:00.000","POINT (-122.45207802499999 37.77757800100005)","12","12","7","4","18"
"773029530","2009-10-27T09:16:00.000","T37C","ST CLEANIN","157 COLLEGE AVE","CA","4VNR727","53","2009-10-27T00:00:00.000",,,,,,
"772777456","2009-10-26T11:17:00.000","T315A","RESIDENTL","73 PARKER AVE","CA","1CHANCY","63","2009-10-26T00:00:00.000","POINT (-122.45500003999996 37.78462600800003)","11","11","8","6","31"
"772607850","2009-10-25T15:37:00.000","T315A","RESIDENTL","17 CLEMENTINA ST","CA","5MZF592","63","2009-10-25T00:00:00.000",,,,,,
"773029014","2009-10-26T12:37:00.000","T37C","ST CLEANIN","570 MONTEREY BLVD","CA","6DSA123","53","2009-10-26T00:00:00.000",,,,,,
"770915305","2009-09-16T06:18:00.000","T37C","ST CLEANIN","615 HYDE ST","CA","3VOF985","53","2009-09-16T00:00:00.000","POINT (-122.41670496899997 37.786498986000026)","50","50","6","10","36"
"771142002","2009-09-19T12:35:00.000","T202","PRK METER","2221 MARKET ST","CA","6HFN957","53","2009-09-19T00:00:00.000","POINT (-122.43140900599997 37.765084020000074)","38","38","3","5","5"
"770205660","2009-09-16T16:20:00.000","T202","PRK METER","1443 VALLEJO ST","CA","4KAR831","53","2009-09-16T00:00:00.000","POINT (-122.42102801899995 37.79680001000003)","105","105","4","3","32"
"770305292","2009-09-01T01:32:00.000","T37C","ST CLEANIN","825 TURK ST","CA","6GSY873","53","2009-09-01T00:00:00.000","POINT (-122.42270184999995 37.78160373600008)","100","100","4","11","39"
"770308022","2009-09-15T00:18:00.000","T37C","ST CLEANIN","515 05TH  ST","CA","6K73267","53","2009-09-15T00:00:00.000",,,,,,
"770393024","2009-09-02T18:11:00.000","T32A.1","TWAWY ZN#1","63 KAPLAN LN","CA","7F41085","73","2009-09-02T00:00:00.000",,,,,,
"770704712","2009-09-17T12:46:00.000","T202.1","PRK MTR #1","1067 MISSION ST","CA","5ZHE798","63","2009-09-17T00:00:00.000","POINT (-122.41035409699998 37.77956414800008)","32","32","1","10","34"
"770934603","2009-09-10T08:38:00.000","T37C","ST CLEANIN","100 ELLERT ST","CA","6GWE572","53","2009-09-10T00:00:00.000","POINT (-122.41783478399998 37.73834129200003)","61","61","9","2","2"
"770531090","2009-09-05T11:52:00.000","T202","PRK METER","212 WEST PORTAL AVE","CA","6HXF404","53","2009-09-05T00:00:00.000","POINT (-122.46821702099999 37.73877961100004)","46","46","10","8","41"
"770901165","2009-09-15T13:15:00.000","T315A","RESIDENTL","255 BRYANT ST","CA","3VDR682","63","2009-09-15T00:00:00.000","POINT (-122.39158855 37.78459262800004)","31","31","1","10","8"
"770618553","2009-09-15T13:04:00.000","T202","PRK METER","107 MCCOPPIN ST","CA","6GSZ116","53","2009-09-15T00:00:00.000","POINT (-122.42261978399995 37.77151380000004)","32","32","1","10","20"
"770188521","2009-09-01T17:12:00.000","T202","PRK METER","1427 VAN NESS AVE","CA","5VKD784","53","2009-09-01T00:00:00.000","POINT (-122.422206486 37.78897870900005)","100","100","4","6","39"
"770301140","2009-09-03T11:56:00.000","V5200","NO PLATES","2110 CLEMENT ST","CA","5PVT328","103","2009-09-03T00:00:00.000","POINT (-122.48195800099995 37.78239902000007)","8","8","8","4","29"
"770183481","2009-09-08T08:11:00.000","T202.1","PRK MTR #1","172 STEVENSON ST","CA","5H46136","63","2009-09-08T00:00:00.000","POINT (-122.402630021 37.78741185400003)","32","32","6","10","8"
"770274772","2009-09-04T14:46:00.000","T202.1","PRK MTR #1","118 NEW MONTGOMERY ST","CA","2JBJ410","63","2009-09-04T00:00:00.000","POINT (-122.40042697799998 37.78704200800007)","32","32","1","10","8"
"PD18539426","2009-09-14T05:37:00.000","V5204A","REG TABS","466 GREEN ST.","CA","4YIP823","63","2009-09-14T00:00:00.000",,,,,,
"771106943","2009-09-15T07:57:00.000","T37C","ST CLEANIN","1594 21ST AVE","CA","4NFZ756","53","2009-09-15T00:00:00.000","POINT (-122.47861697499997 37.75803098400007)","39","39","10","7","35"
"770290205","2009-09-04T16:36:00.000","T32C.2","OVTME PRK","1203 STEVENSON ST","CA","3PJS562","53","2009-09-04T00:00:00.000","POINT (-122.42081656299996 37.77306532700004)","32","32","1","10","20"
"31264671T","2009-10-30T16:15:00.000","TC127D","FAILTODISP","MEZZ",,,"75","2009-10-30T00:00:00.000","POINT (-122.41963999999996 37.777120000000025)","21","21","4","10","36"
"770502644","2009-09-02T12:18:00.000","T37C","ST CLEANIN","225 PRENTISS ST","CA","4NRB472","53","2009-09-02T00:00:00.000",,,,,,
"772339562","2009-10-23T15:29:00.000","T202","PRK METER","49 DIAMOND ST","CA","5TWW068","53","2009-10-23T00:00:00.000","POINT (-122.43720518699996 37.76150916300003)","38","38","3","5","5"
"770263804","2009-09-03T10:51:00.000","T315A","RESIDENTL","233 HUGO ST","CA","5ZXB878","63","2009-09-03T00:00:00.000","POINT (-122.46033435599998 37.76515020700003)","109","109","7","11","14"
"773114414","2009-10-28T11:23:00.000","T58A","BLK WHEELS","1488 GOUGH ST","CA","5XAZ386","48","2009-10-28T00:00:00.000","POINT (-122.42495353699996 37.78701000900003)","100","100","4","6","39"
"770855444","2009-09-15T11:45:00.000","T315A","RESIDENTL","2120 BROADWAY ST","CA","1GED448","63","2009-09-15T00:00:00.000","POINT (-122.43249203199997 37.79479799200004)","102","102","4","6","30"
"768643444","2009-09-17T16:30:00.000","T32A.2","TWAWY ZONE","3232 18TH ST","CA","4EOC704","73","2009-09-17T00:00:00.000","POINT (-122.41571003699994 37.762279016000036)","53","53","3","2","20"
"772966412","2009-10-22T12:03:00.000","T37C","ST CLEANIN","45 BURNSIDE AVE","CA","5XUD365","53","2009-10-22T00:00:00.000",,,,,,
"770431852","2009-09-07T11:22:00.000","T202","PRK METER","301 29TH ST","CA","6HLF235","53","2009-09-07T00:00:00.000","POINT (-122.42672949899998 37.74362487700006)","84","84","9","5","22"
"769967612","2009-09-19T04:12:00.000","T37C","ST CLEANIN","2021 MISSION ST","CA","5TNB033","53","2009-09-19T00:00:00.000","POINT (-122.41955436599994 37.76449843100005)","53","53","3","2","20"
"771096524","2009-09-15T13:34:00.000","T37C","ST CLEANIN","02 IDORA AVE","CA","7X15265","53","2009-09-15T00:00:00.000",,,,,,
"770556334","2009-09-02T12:29:00.000","T37C","ST CLEANIN","34 VIENNA ST","CA","6JCW239","53","2009-09-02T00:00:00.000",,,,,,
"770439106","2009-09-08T07:16:00.000","T37C","ST CLEANIN","58 DUNCAN ST","CA","6CYV618","53","2009-09-08T00:00:00.000","POINT (-122.42133644699999 37.74650823200005)","83","83","9","2","2"
"772465304","2009-10-29T12:21:00.000","V5200","NO PLATES","309 CALIFORNIA ST","CA","6HTU257","103","2009-10-29T00:00:00.000","POINT (-122.40012660699995 37.79314090100007)","108","108","6","3","8"
"770708422","2009-09-11T15:32:00.000","T32A.1","TWAWY ZN#1","351 CALIFORNIA ST","CA","5HSZ193","73","2009-09-11T00:00:00.000","POINT (-122.40076200199996 37.79288000300005)","108","108","6","3","8"
"770387892","2009-09-10T08:46:00.000","T58A","BLK WHEELS","1180 BRODERICK ST","CA","8J55786","48","2009-09-10T00:00:00.000","POINT (-122.44054402299997 37.781049995000046)","13","13","7","11","39"
"770894320","2009-09-18T15:48:00.000","T58A","BLK WHEELS","2811 HYDE ST","CA","5WLS671","48","2009-09-18T00:00:00.000","POINT (-122.42063834599998 37.806803898000055)","98","98","6","6","32"
"770852946","2009-09-16T10:26:00.000","T202","PRK METER","1716 MONTGOMERY ST","IL","A648940","53","2009-09-16T00:00:00.000","POINT (-122.40514043099995 37.80497272200006)","77","77","6","3","23"
"770616814","2009-09-06T08:02:00.000","T58A","BLK WHEELS","677 HARRISON ST","CA","6FAM771","48","2009-09-06T00:00:00.000",,,,,,
"772745794","2009-10-27T11:41:00.000","T202","PRK METER","1420 GRANT AVE","CA","5JTX734","53","2009-10-27T00:00:00.000","POINT (-122.40738388999995 37.79993593900008)","106","106","6","3","23"
"770257375","2009-09-04T11:44:00.000","T315A","RESIDENTL","562 MISSISSIPPI ST","CA","6EXZ489","63","2009-09-04T00:00:00.000",,,,,,
"770381301","2009-09-08T08:06:00.000","T32A.1","TWAWY ZN#1","1235 MISSION ST","CA","5YCG020","73","2009-09-08T00:00:00.000","POINT (-122.41363702499996 37.77688800300007)","32","32","1","10","34"
"771001033","2009-09-18T10:54:00.000","T38B.1","YL ZN OT/D","4014 24TH ST","CA","5BKB670","73","2009-09-18T00:00:00.000","POINT (-122.43222023799996 37.751483378000046)","84","84","3","5","22"
"770635235","2009-09-13T12:58:00.000","V22500F","ON SIDEWLK","2505 GOUGH ST","CA","5RFT430","103","2009-09-13T00:00:00.000","POINT (-122.42720397299996 37.79660198700003)","102","102","4","6","13"
"839507830","2014-04-30T18:02:00.000","V22500E","DRIVEWAY","2179 21ST AVE","CA","6XVM203","100","2014-04-30T00:00:00.000",,,,,,
"770504711","2009-09-04T06:48:00.000","T37C","ST CLEANIN","1350 VALENCIA ST","CA","4NKC571","53","2009-09-04T00:00:00.000","POINT (-122.42061595599995 37.751115783000046)","53","53","3","5","20"
"772642415","2009-10-22T08:55:00.000","V22500H","DBL PARK","489 SUTTER ST","CA","8G44745","78","2009-10-22T00:00:00.000",,,,,,
"760842552","2009-09-08T06:41:00.000","T37C","ST CLEANIN","1002 LARKIN ST","CA","5ADA256","53","2009-09-08T00:00:00.000","POINT (-122.41822915799997 37.787130398000045)","50","50","6","3","21"
"770922294","2009-09-10T13:36:00.000","T37C","ST CLEANIN","1899 SANTIAGO ST","CA","4NRS775","53","2009-09-10T00:00:00.000","POINT (-122.48752296799995 37.744322587000056)","40","40","10","7","35"
"770565073","2009-09-03T08:30:00.000","T37C","ST CLEANIN","21 NOE ST","CA","5XTA130","53","2009-09-03T00:00:00.000","POINT (-122.43313098399994 37.76878400100003)","28","28","7","5","5"
"770257670","2009-09-05T07:58:00.000","T58A","BLK WHEELS","1703 TURK ST","CA","5HRN767","48","2009-09-05T00:00:00.000",,,,,,
"772714961","2009-10-24T11:21:00.000","T202","PRK METER","2439 CALIFORNIA ST","NY","EGG7594","53","2009-10-24T00:00:00.000","POINT (-122.43459066899999 37.78874485000006)","103","103","4","6","30"
"1001433086","2009-10-28T11:34:00.000","T32.6","PRMT PARK","746 BRANNAN ST","CA","6GPP721","53","2009-10-28T00:00:00.000","POINT (-122.40210201699995 37.774230017000036)","32","32","1","10","34"
"771981766","2009-10-27T09:49:00.000","T38B.1","YL ZN OT/D","2109 CHESTNUT ST","CA","6BUB328","73","2009-10-27T00:00:00.000","POINT (-122.43810203999999 37.80044701800006)","17","17","4","6","13"
"770629252","2009-09-07T13:21:00.000","T202.1","PRK MTR #1","1140 POST ST","CA","4NKT359","63","2009-09-07T00:00:00.000","POINT (-122.42058716499997 37.786818426000025)","50","50","4","3","21"
"771191153","2009-09-19T10:55:00.000","T202","PRK METER","3413 18TH ST","CA","3SXU868","53","2009-09-19T00:00:00.000","POINT (-122.41965294899995 37.761747856000056)","53","53","3","2","20"
"770980906","2009-09-20T10:59:00.000","T38C","WHITE ZONE","11 05TH  ST","CA","4WQK334","88","2009-09-20T00:00:00.000","POINT (-122.47011973399998 37.78662045300007)","4","4","8","6","11"
"773028406","2009-10-26T07:14:00.000","T37C","ST CLEANIN","239 JUDSON AVE","CA","8D05741","53","2009-10-26T00:00:00.000",,,,,,
"773114786","2009-10-28T15:32:00.000","T202","PRK METER","807 EDDY ST","CA","4SXV884","53","2009-10-28T00:00:00.000","POINT (-122.42106217299994 37.78277673000008)","100","100","4","11","39"
"770414024","2009-09-08T12:48:00.000","T202.1","PRK MTR #1","403 JACKSON ST","CA","5UZW900","63","2009-09-08T00:00:00.000","POINT (-122.40196018299997 37.79654358800008)","106","106","6","3","6"
"30551780T","2009-09-02T13:19:00.000","TC127D","FAILTODISP","18TH",,,"75","2009-09-02T00:00:00.000","POINT (-122.47720026299999 37.77979953800008)","5","5","8","4","29"
"770343674","2009-09-04T15:08:00.000","T38B.1","YL ZN OT/D","3511 GEARY ST","CA","2UJF775","73","2009-09-04T00:00:00.000","POINT (-122.45650399299996 37.78123526400003)","12","12","8","4","18"
"770430231","2009-09-02T11:25:00.000","T202","PRK METER","2647 OCEAN AVE","CA","6HXE252","53","2009-09-02T00:00:00.000","POINT (-122.47406091699997 37.731975471000055)","62","62","10","8","41"
"770450472","2009-09-03T12:21:00.000","T37C","ST CLEANIN","1900 SUTTER ST","CA","RUPSKAR","53","2009-09-03T00:00:00.000","POINT (-122.43199900799999 37.78644701800005)","101","101","4","11","30"
"770824806","2009-09-11T06:45:00.000","T37C","ST CLEANIN","3435 18TH ST","CA","6DIG082","53","2009-09-11T00:00:00.000","POINT (-122.42027197099998 37.761575020000066)","53","53","3","2","20"
"773137072","2009-10-28T12:18:00.000","T37C","ST CLEANIN","281 GRAND VIEW AVE","CA","3VGW890","53","2009-10-28T00:00:00.000",,,,,,
"770716575","2009-09-10T12:12:00.000","T202.1","PRK MTR #1","434 GEARY ST","CA","BCN28","63","2009-09-10T00:00:00.000","POINT (-122.41046377299995 37.78716229200006)","50","50","6","3","36"
"773126480","2009-10-30T13:05:00.000","T202.1","PRK MTR #1","109 DRUMM ST","CA","8V00713","63","2009-10-30T00:00:00.000","POINT (-122.39665725299994 37.79470506900003)","108","108","6","3","8"
"772681265","2009-10-27T10:52:00.000","T32C.2","OVTME PRK","225 GREEN ST","CA","5AQN280","53","2009-10-27T00:00:00.000","POINT (-122.40274706999998 37.800242430000026)","18","18","6","3","23"
"771038181","2009-09-11T10:17:00.000","T37C","ST CLEANIN","280 JERSEY ST","CA","5NSB609","53","2009-09-11T00:00:00.000","POINT (-122.43136902499998 37.75089899000005)","84","84","3","5","22"
"PD20607451","2009-09-16T16:12:00.000","V5204A","REG TABS","1100 VALENCIA","CA","4LGV905","63","2009-09-16T00:00:00.000",,,,,,
"770069252","2009-09-01T15:47:00.000","T202","PRK METER","131 VALENCIA ST","CA","LOP01","53","2009-09-01T00:00:00.000","POINT (-122.42241942199996 37.771068728000046)","32","32","1","10","20"
"772473030","2009-10-22T12:31:00.000","T37C","ST CLEANIN","571 SHOTWELL ST","CA","4WXJ846","53","2009-10-22T00:00:00.000",,,,,,
"772697225","2009-10-30T06:07:00.000","T37C","ST CLEANIN","2561 23RD ST","CA","6KL73267","53","2009-10-30T00:00:00.000",,,,,,
"770544622","2009-09-06T19:15:00.000","T38A","RED ZONE","1539 MONTGOMERY ST","CA","6BCY968","88","2009-09-06T00:00:00.000","POINT (-122.40484046699999 37.80265110500005)","18","18","6","3","23"
"PD20213524","2009-09-10T06:47:00.000","V22500E","DRIVEWAY","15 PEREGO ST.","CA","6HMB636","88","2009-09-10T00:00:00.000","POINT (-122.44437698399997 37.75026800000006)","51","51","7","5","38"
"11202111J","2009-10-29T18:51:00.000","V21113A","SCH/PUB GD","50 PHELAN AVE","CA","5BZV006","58","2009-10-29T00:00:00.000","POINT (-122.45229641599997 37.72393379300007)","95","95","9","8","41"
"770557712","2009-09-08T06:25:00.000","T37C","ST CLEANIN","840 VIENNA ST","CA","6HLF736","53","2009-09-08T00:00:00.000","POINT (-122.43422638599998 37.71553406900006)","90","90","9","1","7"
"771011636","2009-09-14T17:39:00.000","T32C.1","OVTM PK #1","354 08TH ST","CA","3LCF828","63","2009-09-14T00:00:00.000","POINT (-122.03672254999998 38.24841790200003)",,,,,
"771140425","2009-09-16T15:46:00.000","T202","PRK METER","406 17TH AVE","WA","500PJV","53","2009-09-16T00:00:00.000","POINT (-122.47609127899995 37.780268043000035)","5","5","8","4","29"
"771305032","2009-09-17T09:13:00.000","T37C","ST CLEANIN","1700 29TH AVE","CA","4BNZ616","53","2009-09-17T00:00:00.000","POINT (-122.48725871799996 37.755586813000036)","39","39","10","7","35"
"768829880","2009-09-09T14:05:00.000","TC63.2","RESTR LIMO","410 TEHAMA ST","CA","1ZZT116","103","2009-09-09T00:00:00.000","POINT (-122.40473333799997 37.78090436700006)","32","32","1","10","34"
"771082384","2009-09-17T12:00:00.000","T202","PRK METER","1650 GEARY ST","CA","6BXR111","53","2009-09-17T00:00:00.000","POINT (-122.43089936199999 37.78483896200004)","101","101","4","11","15"
"770806212","2009-09-18T17:31:00.000","T32C.2","OVTME PRK","2171 POST ST","CA","3VME127","53","2009-09-18T00:00:00.000",,,,,,
"771314003","2009-09-17T13:22:00.000","T37C","ST CLEANIN","115 ARCH ST","CA","5WZU706","53","2009-09-17T00:00:00.000",,,,,,
